word;nSub;ValenceM;ValenceSD;ArousalM;ArousalSD;HappyM;HappySD;AngerM;AngerSD;SadM;SadSD;FearM;FearSD;DisgustM;DisgustSD;ConcretenessM;ConcretenessSD
UZAYLI;35;6.058823529;1.631901224;6.117647059;2.358282707;54;35.26549549;13.25;22.45425457;14.71875;22.63915303;48.46875;36.16805254;16.41935484;27.11675275;68.81818182;32.51581783
AĞIRLAMA;39;5.717948718;1.621382093;5.128205128;1.935533208;52.90909091;26.48273451;23.2;27.95612326;14.67741935;20.08878144;20.26666667;26.64315055;16.43333333;26.48836222;50.18181818;30.20808516
AFALLAMIŞ;36;4.722222222;2.300448541;4.555555556;2.383807812;18.03333333;22.73609212;30.60714286;33.87486699;42.06666667;31.63251637;36.37037037;32.94885098;16.46153846;26.44122655;32.70967742;28.42908552
YARIM;39;4.184210526;1.504143164;4.026315789;2.019992536;25.62962963;27.53759409;26.92592593;34.51858577;41.62962963;30.51752101;26.5;29.69747464;16.48148148;29.76235409;62.03571429;36.28026925
KELEBEK;40;6.692307692;1.794052252;5.128205128;2.092335477;69.77142857;26.0328816;9.3125;15.59453482;17.27272727;26.06515002;17.05882353;26.67985414;16.48484848;24.27977709;84.63888889;22.75101602
OĞLAN;39;4.763157895;1.496558404;2.947368421;1.902308248;22.34375;28.87973882;20.12121212;28.6441067;15.5;23.66431913;15.93939394;24.56870392;16.54545455;27.88939192;85.41176471;18.19776484
MANTIK;35;6.676470588;1.511984212;5.294117647;2.209201306;51.13333333;32.03417715;18.5862069;25.77168607;23.96551724;29.24707892;22.89655172;26.41880395;16.55172414;26.13506977;29.80645161;28.57320348
ENGEL;38;2.405405405;1.32202411;5.972972973;1.93629782;9.172413793;13.00842849;54.06666667;29.67285225;64.76666667;25.2459397;50.24137931;33.98808108;16.55555556;26.86624037;53.72413793;30.90757715
SÜRE;42;4.595238095;1.861805101;5.69047619;2.321564813;25.82352941;26.74964807;29.76666667;28.5375534;36.8125;27.2117592;55.76470588;29.06321097;16.5625;21.79810217;40;34.42108091
MEZARLIK;36;2.111111111;1.832683868;5.861111111;2.799518099;2.454545455;9.13472396;20.24242424;31.45336856;80;26.08842771;74.09375;31.82447767;16.5625;30.70876464;78.80645161;32.26909704
GÖREV;34;4.911764706;1.190050853;5.205882353;2.266747928;30.31034483;25.52044481;21.17241379;26.96832661;15.39285714;20.76917104;29.31034483;27.20701518;16.59259259;25.789472;49.64516129;31.27677348
VİZYON;36;5.428571429;2.004197276;4.171428571;2.345028713;39.06666667;31.88658061;16.4137931;27.05750126;15.53333333;24.69361684;15.5862069;24.74226754;16.62068966;28.51367315;25.23333333;28.73983578
BOLLUK;38;7.131578947;1.679302504;5.5;2.226984387;79.97058824;15.7200611;12.97142857;21.6040379;13.69444444;21.05071352;23.91666667;27.27989841;16.65714286;28.43045473;59.58823529;32.06727554
JELATİN;35;4.8;1.491150365;3.942857143;2.235316232;25.37931034;27.36187884;11.27586207;19.43100716;7.178571429;16.41826799;7.24137931;15.27522544;16.66666667;25.46035909;85.09090909;24.61752886
ÖĞRENME;38;6.894736842;1.827558905;5.710526316;2.253020732;70.57575758;32.08390397;14.58064516;24.12989045;21.09090909;28.19725567;27.12121212;33.05086759;16.67741935;30.54219715;23.0625;26.68929651
EŞEK;36;5.333333333;1.707127914;3.861111111;2.179813593;29.34482759;29.9192674;12.13793103;25.15909966;14.23333333;25.28824633;23.16666667;33.00165443;16.73333333;27.45144093;91.90322581;17.12766736
DÜŞÜNCE;39;6.487179487;1.652299751;6.128205128;2.261572429;61.63333333;29.12693188;32;30.78960864;26.57142857;26.92710127;33.38461538;35.75704342;16.75;23.52559678;19.62857143;27.41305584
HEKİM;33;6.25;2.032002032;4.90625;2.204970558;38.24137931;33.93444854;16.33333333;23.0686133;21.66666667;28.14902869;40.27586207;33.86938836;16.76666667;26.50007591;82.66666667;20.19445696
BAYRAK;34;6.235294118;2.202736914;5.676470588;2.18424924;60.92857143;31.93851567;20.96551724;32.27060002;18.67857143;27.96036026;17.78571429;29.53260238;16.76666667;27.60520108;68.22580645;35.84662669
KABLO;35;4.914285714;1.379928143;3.571428571;1.83568731;20.46875;25.22029952;16.51612903;22.82377557;11.87096774;20.2825737;12.12903226;20.34656717;16.77419355;27.0883858;91.625;12.86342652
OT;38;5.108108108;2.208365205;4.702702703;2.378898728;47.35714286;30.8367437;16.5;26.99725638;14.42857143;26.28818714;16.10714286;26.79737312;16.82142857;31.11038123;87.93333333;16.36424474
TAÇ;34;5.617647059;1.72353945;4.647058824;2.281444956;49.37037037;36.22488323;23.4;33.53108011;17.96;26.73088102;18.4;26.92118125;16.83333333;28.16977515;76.46428571;30.41135527
GİZLİLİK;37;4.361111111;1.742785583;5.916666667;2.182724379;24.07407407;21.38462051;31.71428571;31.44290198;31.64285714;28.72631299;49.77777778;33.51616525;16.84615385;23.7986425;30.5;29.46246828
İP;41;4.666666667;1.737107901;3.846153846;2.465962623;28.66666667;35.00952251;21.70588235;31.75524716;27.70588235;38.34652954;34.64705882;38.22412561;16.87878788;29.42974428;90.86486486;16.29615183
ÜRKEK;36;3.388888889;1.975243606;4.166666667;2.420153478;13.09090909;18.71891362;21.06451613;26.3362051;44.96875;35.01472904;48.875;42.03512356;16.90909091;25.17236038;34.3030303;29.13919702
MOBİLİTE;36;4.694444444;1.489380397;3.722222222;2.119448865;19.56;28.18108112;16.56;29.55232647;17.52;29.22487525;20.6;30.90577077;16.91304348;30.44803777;45.88888889;31.04876231
EKRAN;35;4.818181818;1.685499656;3.484848485;2.346822481;26.32142857;32.53266572;11.21428571;24.79898018;18.35714286;28.70567667;16.06896552;30.07244946;16.92857143;29.32692932;84.93333333;23.44021498
ALIŞKIN;38;4.736842105;1.223292202;3.736842105;1.796155211;29.75862069;28.49518151;20.3;24.90969898;28.9;31.64386959;22.13333333;30.67373732;16.96774194;25.77399707;31.875;25.85037593
TAŞIT;38;5.638888889;1.869343319;4.75;2.208748838;40.64285714;34.69999924;24.03703704;29.10125755;19.42307692;27.55383542;26.04;29.93949454;17;24.59268184;91.16666667;13.60041412
SIĞINAK;35;4.676470588;1.965160002;4.96969697;2.083939306;17.87096774;25.12600504;18.22580645;25.12596224;45.96774194;32.03277891;55.77419355;36.21575134;17;27.90698837;82.83870968;18.52043335
ROMANTİK;38;6.842105263;2.007099774;6.684210526;2.326176112;77.09090909;25.4427834;11.8125;19.14703295;12.34375;19.78531449;15.1;25.52260661;17;22.05857305;21.90322581;19.8365905
İÇGÜDÜ;40;6.368421053;1.584060001;5.605263158;2.422188799;54.48275862;33.11518932;21;22.99565176;34.67857143;29.41032015;39;33.18827411;17.07407407;26.23551018;17.5625;23.2503035
ETKEN;37;5.162162162;1.424264206;3.810810811;2.132263245;24.18181818;28.22504932;18.84375;24.86104528;18.65625;22.29220806;19.0625;25.45069554;17.09375;24.49932109;38.81818182;31.17135559
METRUK;40;3.631578947;1.836875323;3.868421053;2.195462798;10;19.80287469;24.5;29.86670387;46.03846154;35.71160122;34.51851852;33.78025182;17.11538462;25.40445146;32.48;29.2718864
ŞAŞKIN;33;4.939393939;1.197377184;4.151515152;2.017442876;37.875;29.66085475;25.95833333;23.55101616;26.19230769;23.50492583;30.11538462;24.56066273;17.12;22.15159889;42.82142857;31.27542352
ALINTI;37;4.864864865;1.718561449;4.189189189;2.331402032;28.48148148;33.93587887;19.51851852;25.51827455;15.28571429;20.32122981;15.48148148;25.46697767;17.13793103;25.1406389;52.41935484;31.45554979
ÇOCUK;37;6.314285714;2.348609458;5.8;2.18012412;65.36666667;30.96436587;22.51724138;31.0594139;21.14285714;27.11937163;26;29.99047468;17.13793103;26.00923481;88.80645161;19.54553547
İMGE;38;5.351351351;1.513205138;3.594594595;2.006371233;30.19230769;30.21657721;14.65384615;22.18457538;14.76923077;22.77596574;16.26923077;24.44186195;17.16;24.59959349;33.16129032;37.15471865
TEKE;39;4.486486486;2.008615079;3.756756757;2.100336023;30.22222222;34.44095654;14.22580645;23.07915319;10.03333333;15.59063232;21.63333333;25.26205186;17.16129032;26.06031053;84.84375;20.87151072
ÇİFT;40;5.8;1.989717156;5.025641026;2.145830467;57.47058824;29.7099466;22.65625;24.31594376;28.03225806;27.38063047;25.66666667;30.31466917;17.17647059;25.25322732;60;28.29336116
SARI;36;4.971428571;1.838888959;3.971428571;2.57231544;36.87096774;33.09757487;8.333333333;15.14237982;10.5625;20.01441013;15.32352941;26.82459363;17.18181818;25.81842189;72.83870968;28.66135235
MERAK;39;6.184210526;2.077619;6.394736842;2.199993534;62.75757576;30.06350602;23.36363636;28.20219205;22.33333333;30.09014235;34.51515152;33.59419705;17.18181818;28.39174016;31.41176471;33.18553687
ORTAM;38;5.973684211;1.60214117;5.210526316;2.395467508;55.32258065;32.89922704;23.4516129;28.90079435;24.29032258;30.2249274;20.96666667;27.10322965;17.20689655;26.41479471;59.28125;29.10518674
YÖNTEM;33;4.696969697;1.811160686;3.696969697;2.1430826;22.56521739;30.3237472;12.82608696;23.27435611;14.82608696;25.75523279;19.73913043;26.59326195;17.2173913;25.27297608;43;33.87230924
ABAJUR;36;5.305555556;1.430673057;3.555555556;2.062515031;29.08;34.62166951;13.91666667;27.0553646;14.625;25.28586562;13.625;21.56247243;17.24;29.28065345;92.29411765;11.21289683
ODUN;40;4.85;1.594059485;3.575;2.110869307;34.78787879;32.80601848;26.45454545;30.22012048;17.9375;24.37864944;23.77419355;30.58726279;17.26470588;24.03319525;77.62857143;27.65872452
AVARE;39;4.128205128;1.592407763;4.256410256;2.489112595;23.91176471;27.28454735;22.02857143;29.00353499;28.05714286;32.71260133;15.54285714;25.2276026;17.27272727;25.83030285;31.16216216;27.78140217
KOLONYA;37;5.459459459;1.591550512;4.594594595;2.326889429;33.26666667;34.60011295;11.34482759;24.78518547;7.785714286;17.23982715;7.142857143;15.97153553;17.28571429;30.62298476;90.28125;17.07900876
ENTELEKTÜEL;36;5.416666667;2.665922515;4.444444444;2.170509413;57.78125;30.83748701;16.64516129;23.49120174;17.75;24.25270188;19.09375;25.69217199;17.29032258;22.95966543;30.02941176;29.68571261
DEPO;40;4.641025641;1.662071939;3.666666667;2.16835292;20.1875;25.81502126;13.74193548;25.44401402;18.03125;26.26107677;24.80645161;27.79858432;17.3125;28.66878431;88.45714286;14.13244672
SÖZ;35;5.514285714;1.755184397;4.914285714;2.501428163;44.64;32.74762078;24.57692308;27.5886543;35.19230769;31.57596457;24.88;26.85814588;17.31818182;26.77487515;36.14285714;30.33847854
BAĞLI;41;4.825;1.933344385;5;2.212405217;40.15625;29.34676921;31.90322581;27.21195183;38.84375;31.8971223;48.67741935;32.92049726;17.32142857;21.0555765;38.44444444;29.51555952
TELAŞ;37;4.756756757;2.253459136;5.675675676;2.285875155;19.06060606;24.82934176;31.93548387;34.9799328;28.6875;30.83717645;45.59375;34.5933607;17.32258065;28.23282616;19.72727273;24.80961599
MİRAS;37;6.567567568;1.772326477;5.459459459;2.364019583;62.8;30.45710581;16.09375;21.39544627;32.96875;29.90682776;18.875;25.60336419;17.33333333;26.49253039;75.36111111;26.58479993
TARİH;34;5.588235294;1.844198883;5.058823529;2.228481974;40.89655172;29.61460164;30.5862069;31.34772405;34.53571429;34.05277184;28.34482759;31.12104922;17.34482759;22.43446943;49.75;34.76743007
İNCİNMİŞ;34;4.058823529;2.974040986;6.029411765;2.153014717;7.387096774;14.59378274;44.22580645;28.38157815;81.25;21.82038112;39;35.21265447;17.37931034;22.10432051;35.625;31.56943193
BAĞLILIK;40;5.975;1.954449231;5.6;2.351213544;56.85714286;31.45037441;28.17142857;29.85896822;29.93939394;31.35974668;41.54285714;36.76022695;17.38235294;24.40568079;14.55263158;18.53950839
BORU;35;5;1.212678125;3.4;2.378828184;9;18.31392913;9.032258065;17.76604227;7.258064516;15.57983257;10.03225806;18.55888623;17.38709677;25.23975359;93.58823529;12.38796495
KÜVET;40;5.775;1.86034874;4.925;2.211711253;60.12121212;30.76194644;8.967741935;18.76962772;12.12903226;22.8935827;17.32258065;23.42276257;17.40625;26.22097089;89.91428571;12.59404955
MAKYAJ;39;5.432432432;2.007493469;5.216216216;2.334941531;47.25;33.53669151;11.59375;18.82835777;13.90625;21.39846147;15.90625;22.78137238;17.40625;22.08905637;81.75675676;17.76295365
HİZMET;39;5.055555556;1.911535575;4.666666667;2.014235055;37.64705882;30.47988145;21.33333333;23.77849168;19.03125;22.60385975;15.97058824;23.50175402;17.4516129;21.40535558;39.41176471;30.3895094
MAKARNA;36;4.555555556;2.623459487;4.833333333;2.248809209;63.19354839;30.34514717;14.89285714;26.22175982;18.07142857;28.71175856;5.642857143;13.7010794;17.46153846;30.17711818;93.71875;10.71999752
ANARŞİST;36;4.828571429;2.148675574;5.657142857;2.182050535;35.19230769;35.29761378;27.18518519;30.80089539;16.41666667;18.22782552;34.25925926;33.35311379;17.5;26.76452876;44.08823529;34.92621456
NAKİT;38;6.459459459;1.952129814;5.315789474;2.742116594;60.5625;34.857255;13.79411765;24.44632886;19.57575758;27.59419131;24.18181818;29.5459965;17.52941176;29.61800772;86.39473684;18.18008931
VİSKİ;37;5.162162162;1.833538072;4.864864865;2.287188499;41.78787879;31.42824921;15.35483871;26.86577549;29.36666667;31.63311592;16.34482759;28.72066934;17.53333333;27.51016531;90.35294118;14.9603159
ŞAKA;38;5.864864865;2.275011137;5.540540541;2.243442229;53.72727273;34.86068051;33.74193548;33.49623635;21;27.94580008;24.59375;28.01020479;17.55172414;24.09443653;37.84375;32.10477743
ASİL;40;6.7;1.620382987;5.2;2.344661148;55.11428571;32.921271;22.20588235;28.22612095;17.79411765;25.14054966;16.57575758;24.04946764;17.57575758;27.52842883;34.20588235;31.56885636
ÇEVİRİ;35;5.371428571;1.415995062;3.411764706;2.641368413;25.19354839;31.37984423;19.1;32.3849156;20.76666667;32.02120346;20.86666667;28.58590602;17.5862069;31.22215015;71.90322581;30.66632772
ÖLÜM;37;2;1.732050808;7.2;2.529822128;8.333333333;20.72036036;47.12903226;37.70299894;83.1;28.25420323;72.37931034;35.8821621;17.60714286;25.65777521;55.26923077;44.28323176
SAKAR;38;3;1.593907319;4.921052632;2.270630094;12;20.44949433;38.34375;33.93885334;29.38235294;31.28172543;29.375;30.91168481;17.61764706;26.56041108;50.68571429;32.55653131
ÜTÜ;37;4.945945946;1.470939721;3.459459459;2.193356061;13.24137931;21.5996944;21.48275862;27.96377847;12.14285714;17.45409702;20.17241379;27.7759775;17.62962963;24.36603586;93.96969697;12.29198125
ÜNİTE;40;4.358974359;1.459761687;3.692307692;2.418719171;17.36666667;26.03510009;12.46666667;18.94407984;22.43333333;30.27993911;28.12903226;32.92288154;17.63333333;25.27160507;63.02941176;31.0019406
HAM;33;3.8125;1.674042818;3;2.184992803;9.884615385;16.84357901;14.96296296;23.77374357;17.7037037;28.95462606;10.7037037;23.70948336;17.66666667;24.95072066;71.28571429;27.92431191
ÜRKMÜŞ;38;2.815789474;1.411444787;5.184210526;2.35791093;6.71875;12.00600488;25.34375;27.56881054;48.6875;28.88289761;60.02941176;33.19956671;17.66666667;26.74829461;29.03030303;28.98327626
HEVESLİ;30;6.9;1.68870487;5.466666667;1.942861972;66.54166667;24.97647444;17.36;20.7382095;13.15384615;17.68319498;18.65384615;21.8740802;17.68;23.81127184;28.25925926;25.4431381
TAKDİM;38;5.105263158;1.484869158;4.052631579;2.381770502;43.83333333;29.97709854;17.33333333;22.55160111;16.46666667;23.41489849;26.19354839;28.74418127;17.7;24.01601477;44.96666667;32.9120912
ÇEKİNGEN;36;4.6;2.29064594;4.571428571;2.186667008;10.62962963;12.98859899;18.59259259;24.63621359;41.89285714;32.3365855;40.07692308;38.78342231;17.72;25.49104418;33.67741935;26.42522418
SEKSİ;39;6.815789474;1.539660601;6.540540541;2.399011308;69.26666667;28.84791672;18.10344828;27.05727368;14.17857143;26.35660515;30;36.21069297;17.72413793;26.73801007;54;36.82984523
İBADET;35;5.657142857;2.274447019;4.885714286;2.422582829;50.18181818;34.80881223;20.12903226;27.58712494;22.125;27.69971468;33.88235294;32.15847568;17.72727273;28.96579095;40.81818182;35.99258131
GENÇLİK;37;4.675675676;2.718803393;5.5;2.131397932;73.77777778;24.64851327;29.91176471;26.56423621;30.27272727;25.71875863;24.39393939;27.28431256;17.73529412;25.61286233;54.02777778;32.48163095
KUVVETSİZ;40;2.435897436;1.391607775;4.333333333;2.309401077;9.696969697;14.13436603;39.84848485;33.44689934;56.20689655;25.36783581;46.06666667;35.56241074;17.74193548;26.14952867;40.54545455;30.29963996
VAJİNA;38;4.736842105;2.274229427;5.973684211;2.137020433;58.82352941;36.36887663;16.02857143;26.00846662;15.8;26.65553689;17.17142857;25.64404037;17.75;26.46115752;89.38888889;15.49797734
YAZI;39;6;1.685854461;4.205128205;2.041406728;56.14285714;34.15944562;19.72413793;27.97306939;30.86666667;32.8105674;21.9;30.25335547;17.79310345;27.81235505;84.87096774;21.02655771
SOS;40;6.35;1.625911973;4.769230769;2.538768231;60.25714286;30.83193804;10.11764706;21.26280677;11.24242424;22.36631159;11.32352941;23.89461787;17.81818182;27.17932871;90.48648649;14.47146929
SOKAK;38;5.105263158;1.983574084;4.789473684;2.042228443;48.125;35.40707966;26.1875;30.56820771;35.77419355;32.48662256;34.41935484;35.11958067;17.81818182;28.34767908;83.15151515;26.63306358
VARLIKLI;40;6.461538462;1.958062332;5.282051282;2.47033684;60.57575758;33.13988373;26.5625;31.01709986;23.83870968;29.91665843;18.875;27.55610113;17.81818182;25.09663143;58.75;32.10366274
HACİM;37;5.135135135;1.493730642;3.756756757;2.165453576;26.9;31.67001192;16.46428571;25.96647717;14.18518519;21.37942404;21.82758621;28.74278663;17.82142857;27.64999976;72.53125;33.32342427
YAŞLILIK    ;33;3.242424242;1.601372517;5.666666667;2.618046345;30.09677419;31.10986429;33.31034483;38.34346978;59.8125;32.89615871;61.18181818;31.88598296;17.83333333;24.41887813;56.32258065;30.1975574
CİNSİYET;35;4.914285714;1.560004309;4.057142857;2.484574258;22.28;33.36605061;19.19230769;29.54456868;17.80769231;28.06994012;16;27.29229864;17.875;31.5323333;65.34482759;35.7803576
FAZİLET;35;4.428571429;2.35504108;4.514285714;2.133368347;46.46428571;35.49280798;14.79310345;23.52260206;14.07142857;23.3379814;16.48275862;26.36098401;17.89655172;31.57795889;28;29.23924304
ŞİŞE;37;5.081081081;0.95389198;3.648648649;2.175829551;8.296296296;17.52539874;9.785714286;19.29182737;11.35714286;19.90014756;9.62962963;16.17488116;17.92857143;29.23965923;88.17142857;22.67868358
AKRAN;39;5.5;1.589662551;4;2.359569361;46.37931034;31.84383075;19.17857143;24.18608962;18.10344828;20.57277123;14.53571429;23.05786946;17.93103448;24.71397961;67.90909091;33.25222139
DAVRANMAK;34;5.151515152;1.438775784;4.515151515;2.017442876;30.34482759;30.61077759;22.51724138;27.79082671;21.03448276;27.27044811;21.96551724;28.46235955;17.93103448;26.78876502;52.83333333;36.66068394
GERÇEKLİK;38;4.894736842;1.689226173;5.868421053;1.742490492;49.75862069;32.89556545;31.55172414;26.26456903;40.62068966;28.700938;44.5862069;33.33972024;17.93103448;22.84877464;39.63636364;33.81550881
DENETİM;40;4.051282051;2.03842971;5;2.502630195;13.73529412;22.77333478;25.4375;29.92564711;19.34375;27.52196703;42.9375;33.65856791;17.9375;27.83237555;51.87179487;31.42926853
BAŞÖRTÜSÜ;35;5.085714286;2.160765504;4.457142857;2.317996817;20.15384615;29.83379601;21.25925926;30.20391288;20.61538462;30.65560559;11.30769231;23.66561933;17.96153846;30.235715;73.83333333;31.30504348
BÖLÜM;39;5.578947368;1.764998721;4.842105263;2.477207624;33.65714286;35.54031916;18;25.57342371;20.82352941;28.02322693;23;30.77385746;18.02941176;26.3363849;60;30.56448102
MÜHENDİS;37;5.135135135;2.562140622;4.810810811;2.807112374;44.03125;35.80816664;15.3125;23.55013526;15.22580645;22.89790336;16.22580645;25.55087693;18.03125;32.44795771;80.17142857;23.63258682
BEDEN;39;5.432432432;1.849031887;4.405405405;2.692164138;39.51515152;29.74382416;20.80645161;25.53222716;24.4375;28.85328572;23.0625;27.16251865;18.03225806;20.10884361;87.45714286;20.41530979
EŞYA;39;5.333333333;1.401753288;4.179487179;1.944923147;36.4;29.7930795;20.27586207;26.88453691;18.5862069;26.70275165;19.25;27.96376624;18.03448276;27.54280144;84.27777778;20.03940562
VÜCUT;37;5.647058824;1.151608965;4.735294118;2.260448112;40.14814815;32.40453874;16;20.49194964;21.69230769;27.25988882;22.88888889;29.56392466;18.03571429;24.26318983;92.25;12.68984862
ÇENE;39;4.555555556;1.663807071;3.861111111;2.179813593;14.92592593;24.09105472;23.57142857;28.55978599;17.39285714;27.00800881;15.71428571;25.2320448;18.03703704;28.3975642;79.56666667;25.60533799
KIŞ;40;4.975;2.069156895;5.025641026;2.096201822;48.28571429;28.73261257;22.71875;28.12327056;38.46666667;27.82176441;30.15151515;29.54987438;18.05882353;28.41461551;75.02857143;24.76535259
GİYİM;38;6.054054054;1.246014668;5.081081081;2.253125957;56.29411765;32.76688037;17.96774194;22.44026719;24.12903226;27.19772286;23.43333333;27.76959803;18.06666667;20.99578502;79.8;21.74017696
ZENGİNLİK;37;6.971428571;1.723295651;6.5;1.862712262;72.125;25.91269461;33;28.28019149;25.74074074;26.10863782;29.07692308;31.81813706;18.07692308;25.176057;57.05882353;35.42892259
SORUMLULUK;38;4.894736842;2.391307159;5.578947368;2.308990407;42.08823529;29.37053527;30.57575758;30.83629183;31.54545455;29.09691877;53.84375;30.9318808;18.125;23.80126047;28.54285714;30.99273431
KASNAK;37;5;1.867006772;3.833333333;2.336052837;29.13636364;33.33708853;15.60869565;28.38171487;9.714285714;20.87856043;15.65217391;26.9285396;18.13043478;31.70933953;72.96153846;33.66954799
SEBZE;34;6.212121212;1.78110878;4.1875;2.37510611;52.60714286;29.62398838;12.37037037;21.4029979;14.37037037;21.69570703;9.740740741;18.54016968;18.15384615;27.07425686;92.32258065;10.88236217
TIRTIK;35;4.029411765;1.898728348;3.794117647;2.579398706;19.48387097;24.4456826;18.26666667;26.09258493;17.6;26.63624702;12.1;19.24318061;18.17857143;28.08064256;66.93548387;32.46119271
SEYİRCİ;37;5.054054054;1.489704407;4.702702703;1.745865988;37.88;31.82022418;21.12;26.04054531;20.44;24.20757457;35.73076923;34.78224569;18.23076923;25.61453914;82.34285714;19.25363657
HAYLAZLIK;37;4.638888889;1.929511822;4.805555556;2.290594988;37.89655172;31.0981681;40.25;34.0061269;24.23333333;26.83369386;22.48387097;30.16274851;18.23333333;27.60769924;39.2;29.10670026
TAKSİT;35;4.028571429;2.05061991;4.028571429;2.242447642;27.56666667;28.02792122;24.46428571;31.82647645;25.07142857;31.80604249;40.4;36.87219306;18.25;31.18597144;63.21875;36.32357661
EL;38;5.675675676;1.375460611;4.783783784;2.495942654;37.03448276;36.30474463;18.03571429;25.1697675;24.07142857;29.57216981;18.33333333;25.50263938;18.25;22.51686611;81.16129032;25.24162802
İRKİLMİŞ;38;4.378378378;2.301585822;4.891891892;2.913415176;4.65625;11.63035343;22.35294118;30.16809709;27.75757576;34.47556227;61.88235294;33.08644757;18.25806452;29.41424569;40.5;28.71663562
FESTİVAL;38;6.702702703;2.132615307;6.432432432;1.951360502;80.83333333;22.69297831;15.43333333;30.86755169;18.13333333;28.73629608;20.06666667;30.78169332;18.33333333;32.8490102;76.51515152;25.16957639
REZERVE;42;4.904761905;1.635125472;3.80952381;2.29780484;26.13793103;32.41552113;25.26666667;31.61725122;18.06896552;23.78914974;15.48275862;28.10518596;18.34375;27.55476585;56.5;37.69546758
ACİZ;38;4;2.934469477;4.810810811;2.43627491;6.677419355;11.75694716;29.625;34.96426747;71.06451613;22.04531013;44.74193548;34.1174127;18.36666667;28.02398398;32.46875;33.45288876
ZORLUK;35;3.529411765;1.709781027;5.676470588;2.09935904;20.81481481;23.86667622;37.89655172;34.15233189;44.21428571;34.67666217;49;34.97194643;18.37037037;28.90454868;41.4137931;35.17864332
MEME;39;5.769230769;2.083286099;5.641025641;2.356259072;46.54545455;38.62244402;15.72727273;24.80835636;12.93939394;22.01269434;17.11764706;26.5681111;18.42857143;27.32299798;86.13157895;17.05186215
TUHAFLIK;42;4.414634146;1.672955614;4.975609756;2.350402145;33.05714286;28.99791357;18.61764706;22.63680926;23.82352941;25.94921683;36.91428571;28.25969009;18.44117647;24.0494329;22.78378378;24.77917488
AFFETME;37;6.378378378;1.831079696;6.243243243;2.073716543;55.65714286;34.03539927;32.37142857;28.84959549;39.2;29.94092222;22.11764706;29.36681771;18.45454545;25.94235305;21.19444444;22.08660802
KADEH;40;5.975;1.993418659;5.128205128;2.687000746;58.65517241;36.28190799;17.75862069;26.55406234;31.80645161;33.97098699;13.75;22.17525503;18.48387097;29.84612869;86.75757576;20.26855678
DOLAR;37;5.432432432;1.979625954;5.486486486;2.231362583;37.91176471;35.70193751;28.60606061;31.5544563;26.87878788;31.37749749;18;24.97740915;18.51515152;27.73211272;82.97142857;20.98947315
HASAR;40;2.135135135;1.548514739;4.756756757;2.350004792;6.6875;12.67060988;51.90625;32.19933818;64.66666667;25.3976705;50.0625;30.24943348;18.51612903;26.16979298;72;27
KEMİK;35;4.8;1.051609411;3.457142857;1.899579785;12.11111111;18.89308651;11.32142857;21.13283135;16.62962963;26.54045989;18.4137931;25.37647567;18.56666667;27.00534217;90.44117647;17.30508977
AKIM;39;4.871794872;1.507516033;4.512820513;2.404729932;27;26.64711927;22.83333333;31.25102297;18.10344828;26.57784366;24.34482759;28.69454386;18.56666667;29.48720743;52.37142857;38.1961545
SESLİ;39;4.567567568;1.463263866;4.72972973;2.050049439;23.4;25.61061202;33.46428571;31.45541482;20.75862069;26.24425811;24.5;28.37513257;18.62068966;28.57498131;68.6875;32.8873321
ŞEBEK;39;5.743589744;1.942840415;4.948717949;2.012444415;53.2;33.29222753;18;28.08852999;13.61290323;21.30833549;10.33333333;18.3215218;18.63333333;29.97985914;55.03225806;29.56403657
BİBER;38;5.361111111;1.675926657;4.083333333;2.297514185;43.7037037;35.22326025;14.35714286;24.05736091;11.5862069;18.37217858;26.38709677;28.97087896;18.68965517;27.42275313;90.38235294;19.35476561
ŞOK;39;3.102564103;1.391607775;6.794871795;2.20262388;23.25;28.11841321;35.48387097;28.81882599;54.34375;31.28187084;71.625;23.62441329;18.74193548;26.51159211;39.22222222;29.85690742
HAVUZ;40;6.358974359;1.580925437;5.230769231;2.276441573;67.06451613;23.73876644;11.8;18.71639517;15.56666667;21.33910662;21;25.91897188;18.75862069;25.22421622;88.48484848;15.51435064
ENDÜSTRİ;38;5.166666667;1.904880949;4.055555556;2.177081197;29.12903226;31.03303824;27.16129032;31.66922457;20.72413793;28.87274611;18.83333333;25.58836391;18.79310345;25.79088891;74.42424242;25.76944691
YÜZ;37;4.837837838;1.572568909;3.810810811;2.343286366;35.5;35.92592955;18.96666667;31.36930559;20.73333333;32.30024376;18.46666667;30.29707319;18.8;32.14557405;83.90625;25.7072343
SEL;31;1.838709677;1.128325432;5.35483871;2.153267085;6.75;17.10019493;41.51851852;35.16922865;74.55555556;29.36420287;64.75862069;31.08703815;18.81481481;27.41425378;85.74193548;17.67855149
PLAJ;35;5.235294118;2.871583066;5.617647059;2.202129904;74.75757576;28.91045475;10.41935484;19.78513616;15.35483871;27.13245091;9.741935484;18.73849468;18.84375;25.03946482;87.72727273;17.44146053
TOY;40;4.525;1.811466328;4.4;2.010230246;32.39393939;28.47470302;23.70588235;27.46626516;29.14705882;27.77085059;25.11764706;27.23273955;18.85714286;26.86036097;51.83783784;32.46067151
